sku,category,brand,warehouse_zone,supplier,supplier_contact,last_sale_date,last_audit_date,restock_date,stock_on_hand,units_sold_30d,sell_through_rate,unit_cost_inr,mrp_inr,reorder_point,lead_time_days,is_active
BEA-86238,Beauty,SwiftBrand,ZONE B,PrimeParts,,2024-06-01,2025-11-11,2026-09-20,44.0,88,0.3752519376667508,7908.0,21444.845062177865,117.0,37,True
STA-31518,Stationery,CorePeak,ZONE B,SupplyCo India,contact950@supplycoindia.com,2024-04-14,2025-12-28,2026-07-01,-61.0,247,0.7292165825409685,3839632.0,10042792.756280823,71.0,40,True
HOM-39910,Home & Kitchen,UrbanWave,Zone D,SupplyCo India,contact772@supplycoindia.com,2024-08-07,2025-11-22,2026-07-08,271.0,197,0.2636189091655232,188.0,486.241305335178,153.0,40,True
HOM-87454,Home & Kitchen,AlphaEdge,Zone A,QuickStock,contact160@quickstock.com,2024-04-20,2025-05-30,2026-08-20,291.0,254,0.38159336062602245,7422.0,15426.535591456033,121.0,varies,False
HOM-10876,Home & Kitchen,CorePeak,zone d,QuickStock,,2024-08-12,2025-06-20,2026-06-12,378.0,44,0.20940024985643368,6850.0,21064.6753513035,27.0,29,True
HOM-57195,Home & Kitchen,AlphaEdge,Zone A,DirectImport,contact853@directimport.com,2024-05-26,2026-03-16,2026-09-12,365.0,93,0.6715749703265654,6323.0,8927.258284829175,,6,True
APP-62844,Apparel,NovaLine,Zone C,LocalSource,contact274@localsource.com,2024-10-20,2025-05-27,2026-08-03,-76.0,40,0.4412803503377273,2344944.0,3439935.55671119,144.0,7,True
APP-21368,Apparel,UrbanWave,zone a,FastShip Pvt,contact202@fastshippvt.com,2024-06-21,2025-05-11,2026-07-12,272.0,44,0.3649064559601235,2706.0,6650.70870223898,,7,True
APP-41160,Apparel,CorePeak,Zone C,FastShip Pvt,contact384@fastshippvt.com,2024-11-05,,2026-05-27,203.0,270,0.5247611332191204,1245.0,2153.383528627548,185.0,5,True
BEA-24282,Beauty,ZenCraft,Zone A,PrimeParts,contact709@primeparts.com,2024-10-20,2026-03-04,2026-08-12,207.0,47,0.4524658597568082,1277.0,1656.6102911927417,15.0,29,True
APP-68151,Apparel,UrbanWave,Zone C,PrimeParts,contact760@primeparts.com,2024-06-01,2025-08-31,2026-08-26,313.0,132,0.4499299235833579,5824.0,12761.933838402598,74.0,32,True
APP-74361,Apparel,CorePeak,Zone A,SupplyCo India,contact695@supplycoindia.com,2024-04-27,,2026-07-29,294.0,120,0.9872636726652017,7980.0,13124.581050050789,60.0,39,True
BEA-23559,Beauty,ZenCraft,ZONE B,DirectImport,contact749@directimport.com,2024-11-03,2025-09-22,2026-07-30,138.0,231,0.30898034078100367,7173.0,18962.230326017892,,32,True
HOM-32937,Home & Kitchen,SwiftBrand,zone b,DirectImport,contact175@directimport.com,2024-06-30,,2026-09-06,299.0,231,0.14529046000984758,7790.0,24019.311695820776,190.0,3,True
BEA-48465,Beauty,AlphaEdge,Zone A,LocalSource,contact375@localsource.com,2024-10-20,2026-02-04,2026-05-26,370.0,249,0.33813908550361405,3411.0,11485.979641694228,35.0,35,True
TOY-57119,Toys,TrueForm,Zone D,GlobalTrade Ltd,contact748@globaltradeltd.com,2024-11-01,2025-11-11,2026-06-14,92.0,190,0.9809105072289253,3035.0,4984.3171184371095,195.0,19,True
HOM-68154,Home & Kitchen,ZenCraft,zone a,PrimeParts,contact694@primeparts.com,2024-12-02,2025-11-12,2026-07-31,313.0,244,0.4293539110124036,5302.0,15878.128333342192,152.0,5,True
TOY-70712,Toys,AlphaEdge,zone c,SupplyCo India,contact810@supplycoindia.com,2024-10-01,2026-02-02,2026-09-19,118.0,161,0.6141739531695292,4807.0,16673.72310957793,,25,True
SPO-91251,Sports & Outdoors,NovaLine,Zone A,PrimeParts,contact879@primeparts.com,2024-05-28,2025-11-30,2026-08-06,493.0,89,0.21930201241772396,6629.0,15902.769066391142,136.0,26,True
HOM-90367,Home & Kitchen,AlphaEdge,Zone C,GlobalTrade Ltd,,2024-07-04,2025-09-25,2026-06-04,192.0,241,,7808.0,19108.638295043093,198.0,9,True
HOM-25384,Home & Kitchen,SwiftBrand,Zone A,GlobalTrade Ltd,contact832@globaltradeltd.com,2024-09-10,2025-11-30,2026-08-04,-3.0,54,0.9546773186845388,2264454.0,5113453.964429629,141.0,37,False
SPO-82950,Sports & Outdoors,UrbanWave,ZONE A,SupplyCo India,contact761@supplycoindia.com,2024-05-01,2025-10-17,2026-06-18,54.0,176,0.2083654575214854,538.0,660.9305810081632,24.0,27,False
APP-78186,Apparel,UrbanWave,zone b,PrimeParts,contact592@primeparts.com,2024-04-19,2025-06-25,2026-06-25,15.0,294,3.2104907607184012,7961.0,20794.370807703883,93.0,15,False
AUT-31097,Automotive,CorePeak,Zone B,DirectImport,contact689@directimport.com,2024-11-18,2026-01-26,2026-07-08,-2.0,50,0.28077281297224477,7169.0,13498.00326969614,,18,True
TOY-43251,Toys,AlphaEdge,Zone C,PrimeParts,,2024-11-23,2025-12-07,2026-07-31,208.0,262,0.8801593093131364,4849.0,5947.488175290845,89.0,37,True
AUT-76972,Automotive,CorePeak,Zone D,QuickStock,contact548@quickstock.com,2024-11-25,2025-05-28,2026-07-22,250.0,49,0.3431088948325488,1242.0,3255.039620303525,159.0,29,True
APP-11789,Apparel,SwiftBrand,Zone A,SupplyCo India,contact871@supplycoindia.com,2024-10-30,2025-12-31,2026-06-23,79.0,34,0.4596423317372498,4107.0,13303.418388711152,116.0,42,True
APP-82672,Apparel,CorePeak,Zone B,SupplyCo India,contact562@supplycoindia.com,2024-09-18,2025-05-27,2026-05-28,382.0,133,0.8777416678935248,6866.0,17171.57531486558,161.0,12,True
TOY-58134,Toys,SwiftBrand,ZONE A,LocalSource,,2024-06-26,2025-06-29,2026-08-14,51.0,34,0.6369481260319515,5673.0,4408.651202634807,86.0,31,True
STA-83238,Stationery,TrueForm,Zone B,SupplyCo India,contact403@supplycoindia.com,2024-08-06,2025-12-25,2026-06-12,403.0,87,0.7590203957426647,7746.0,12291.359945039412,0.4824877022385845,17,False
ELE-18690,Electronics,AlphaEdge,Zone A,QuickStock,contact905@quickstock.com,2024-10-22,,2026-07-25,444.0,213,0.785501859380058,2182.0,5808.564056235708,0.2417156553644107,25,False
ELE-15980,Electronics,NovaLine,Zone C,PrimeParts,contact243@primeparts.com,2024-04-13,2025-10-09,2026-06-13,286.0,140,0.10700188547238032,5033.0,11992.767479535025,90.0,27,True
HOM-91830,Home & Kitchen,ZenCraft,ZONE B,SupplyCo India,contact507@supplycoindia.com,2024-11-08,2025-05-08,2026-07-06,419.0,283,0.08790176566973074,2731.0,5461.7628913545495,54.0,44,True
APP-24675,Apparel,GenericPlus,Zone C,GlobalTrade Ltd,contact912@globaltradeltd.com,2024-05-10,2025-04-14,2026-06-22,322.0,93,0.39141010684921096,7607.0,24148.2531874991,111.0,12,True
STA-95708,Stationery,GenericPlus,Zone D,DirectImport,contact998@directimport.com,2024-11-12,2025-11-22,2026-06-12,47.0,125,0.907616722945267,6209.0,18018.651260922106,198.0,13,True
TOY-30243,Toys,AlphaEdge,Zone D,SupplyCo India,contact380@supplycoindia.com,2024-11-08,2025-11-05,2026-06-12,241.0,249,0.8784891635466036,6458.0,14968.638096541039,92.0,35,True
HOM-78962,Home & Kitchen,GenericPlus,Zone C,QuickStock,,2024-05-24,2025-11-10,2026-07-27,326.0,61,0.5867368696336988,5274.0,9426.773246713066,61.0,33,True
BEA-86554,Beauty,TrueForm,Zone D,PrimeParts,contact357@primeparts.com,2024-07-24,2025-07-21,2026-08-29,264.0,255,0.2851483969875701,4990.0,7943.548493672736,0.4620883456976353,20,True
APP-63133,Apparel,TrueForm,zone a,FastShip Pvt,contact407@fastshippvt.com,2024-04-07,2025-05-17,2026-09-15,196.0,58,0.48151873560243863,3574.0,5803.874002120299,72.0,359,True
TOY-12765,Toys,UrbanWave,ZONE D,GlobalTrade Ltd,contact408@globaltradeltd.com,2024-11-17,2025-11-10,2026-08-30,438.0,177,0.3227598760036712,2021.0,5196.051821870653,172.0,27,True
SPO-38458,Sports & Outdoors,SwiftBrand,Zone D,GlobalTrade Ltd,contact606@globaltradeltd.com,2024-05-18,2025-08-25,2026-08-18,454.0,130,0.030493637828196696,3135.0,6034.111856017664,166.0,4-6 weeks,False
ELE-31570,Electronics,UrbanWave,ZONE C,QuickStock,contact132@quickstock.com,2024-06-07,2025-07-10,2026-06-07,463.0,285,2.609428592056015,6306.0,21284.45322194694,66.0,43,True
BEA-16241,Beauty,NovaLine,ZONE B,QuickStock,contact887@quickstock.com,2024-10-24,2025-10-24,2026-09-10,-25.0,256,0.2410092838501532,3974.0,12043.750629936449,28.0,8,True
BEA-19501,Beauty,ZenCraft,Zone C,PrimeParts,contact229@primeparts.com,2024-10-26,2025-05-02,2026-07-13,397.0,57,0.015449437771134389,2293.0,7471.298144852684,85.0,7,False
ELE-98422,Electronics,TrueForm,Zone A,QuickStock,contact462@quickstock.com,2024-07-24,2026-02-06,2026-08-08,80.0,235,0.042407267765664614,0.0,0.0,175.0,11,True
BEA-40975,Beauty,GenericPlus,zone c,GlobalTrade Ltd,contact484@globaltradeltd.com,2024-07-08,2025-05-09,2026-07-10,17.0,198,0.8675162382390372,5790.0,11745.196065404227,158.0,20,True
BEA-74889,Beauty,TrueForm,ZONE B,QuickStock,contact919@quickstock.com,2024-12-05,2026-03-24,2026-06-06,310.0,287,0.09772664007977261,7692.0,12921.821527676686,26.0,10,True
AUT-69098,Automotive,GenericPlus,Zone C,GlobalTrade Ltd,contact229@globaltradeltd.com,2024-07-09,2025-09-17,2026-07-25,-3.0,36,0.69149752942003,6408.0,9936.08391089124,18.0,~1 month,True
TOY-24476,Toys,NovaLine,Zone A,QuickStock,contact256@quickstock.com,2024-07-02,2025-09-20,2026-07-03,295.0,61,0.11667070084233677,4264.0,7542.170086338502,73.0,15,True
TOY-19874,Toys,CorePeak,Zone A,SupplyCo India,contact683@supplycoindia.com,2024-04-21,2026-01-24,2026-08-23,26.0,253,0.15065103603790353,6722.0,15116.450907313312,85.0,22,True
ELE-11528,Electronics,UrbanWave,Zone A,LocalSource,,2024-10-17,2025-08-08,2026-09-07,265.0,115,0.7862033973945894,362.0,490.13398260779354,0.8309148126850321,9,True
ELE-10500,Electronics,ZenCraft,Zone A,QuickStock,contact627@quickstock.com,2024-08-09,,2026-07-24,320.0,191,0.8807521298207358,5202.0,17916.300444699336,41.0,26,True
STA-75238,Stationery,TrueForm,Zone B,QuickStock,contact245@quickstock.com,2024-09-05,2025-08-08,2026-06-25,185.0,248,0.29312415345214093,6974.0,14363.356782873843,,37,False
APP-55611,Apparel,ZenCraft,zone a,DirectImport,contact332@directimport.com,2024-12-02,2026-01-07,2026-08-06,-42.0,131,0.8669780809764044,1416.0,1992.518978769164,10.0,8,True
HOM-69368,Home & Kitchen,AlphaEdge,Zone A,GlobalTrade Ltd,,2024-05-09,2025-06-05,2026-05-25,450.0,131,0.5132313513660973,2197.0,6144.765733180135,89.0,31,True
ELE-56249,Electronics,TrueForm,Zone D,DirectImport,contact571@directimport.com,2024-09-02,2025-10-07,2026-07-25,392.0,150,0.5770239632009915,5972.0,18361.874958595003,0.8363904184332722,14,True
APP-90860,Apparel,ZenCraft,Zone D,PrimeParts,contact787@primeparts.com,2024-06-21,2025-08-23,2026-06-04,356.0,29,,4752.0,9098.370021220457,146.0,40,True
BEA-69001,Beauty,TrueForm,Zone D,QuickStock,contact981@quickstock.com,2024-09-12,2025-04-02,2026-07-18,208.0,212,0.7274096257130812,5428.0,18016.856283454807,108.0,36,True
BEA-79165,Beauty,AlphaEdge,ZONE C,PrimeParts,contact394@primeparts.com,2024-09-05,2026-03-10,2026-05-27,467.0,227,0.3909425400643224,6441.0,22414.567861231542,165.0,42,True
ELE-31713,Electronics,GenericPlus,Zone B,LocalSource,contact177@localsource.com,2024-05-07,2025-08-14,2026-08-20,346.0,115,1.6707707723097582,2978.0,6601.279938995559,154.0,32,True
HOM-73001,Home & Kitchen,NovaLine,Zone B,LocalSource,contact814@localsource.com,2024-12-03,2025-04-28,2026-08-21,199.0,283,0.7738279673214843,1305.0,1995.424305364826,158.0,27,True
ELE-11160,Electronics,TrueForm,ZONE C,DirectImport,contact261@directimport.com,2024-11-24,2025-04-03,2026-08-07,243.0,11,0.8478549783546693,2428407.0,5787573.2762369905,112.0,4-6 weeks,True
BEA-68492,Beauty,NovaLine,Zone B,LocalSource,,2024-06-15,2026-02-16,2026-08-08,191.0,255,0.11343687503965127,4654.0,12121.50167457708,43.0,41,True
HOM-37037,Home & Kitchen,UrbanWave,Zone C,QuickStock,contact858@quickstock.com,2024-04-11,2026-01-05,2026-07-17,311.0,266,0.9714461836602762,3485171.0,7051965.092013808,150.0,18,True
BEA-33147,Beauty,SwiftBrand,ZONE B,GlobalTrade Ltd,contact845@globaltradeltd.com,2024-10-26,2026-03-13,2026-08-21,429.0,242,0.14068450267491506,6115.0,9659.6444369883,152.0,40,True
ELE-66679,Electronics,CorePeak,Zone C,DirectImport,contact515@directimport.com,2024-05-09,2026-01-30,2026-06-09,159.0,126,0.052851817909438936,5444.0,15391.398875120505,,17,True
HOM-23328,Home & Kitchen,ZenCraft,Zone A,PrimeParts,,2024-06-02,2026-01-22,2026-07-13,416.0,36,0.6017543612120486,1596.0,4281.302070083495,183.0,12,True
HOM-49908,Home & Kitchen,ZenCraft,Zone A,PrimeParts,contact437@primeparts.com,2024-04-25,2026-01-28,2026-07-28,122.0,109,,6398.0,13025.552162994894,105.0,43,True
BEA-56366,Beauty,SwiftBrand,Zone C,SupplyCo India,contact192@supplycoindia.com,2024-09-27,2025-05-01,2026-09-12,375.0,195,0.7062230495648705,6721.0,18567.110761630254,22.0,4,True
TOY-65497,Toys,ZenCraft,Zone C,SupplyCo India,contact241@supplycoindia.com,2024-10-12,2025-11-25,2026-06-27,11.0,266,0.8906783751861161,5243.0,10075.57541754799,165.0,12,True
SPO-58669,Sports & Outdoors,UrbanWave,Zone D,DirectImport,contact714@directimport.com,2024-07-22,2025-09-24,2026-08-21,278.0,7,0.787999621919646,3817.0,8517.360445427057,97.0,35,True
TOY-89826,Toys,NovaLine,Zone B,QuickStock,contact171@quickstock.com,2024-05-20,2025-11-25,2026-09-14,14.0,189,0.793003698031138,0.0,0.0,192.0,2-3 weeks,False
APP-51996,Apparel,ZenCraft,Zone C,LocalSource,contact781@localsource.com,2024-10-14,2026-01-18,2026-06-04,470.0,277,0.9103925888502621,2058.0,6144.704064941162,166.0,2-3 weeks,True
AUT-81076,Automotive,AlphaEdge,ZONE A,SupplyCo India,contact549@supplycoindia.com,2024-09-29,2025-09-29,2026-05-25,208.0,78,0.9763669930846651,3749.0,4962.141788435511,82.0,TBD,False
APP-24922,Apparel,SwiftBrand,Zone C,DirectImport,,2024-05-10,2025-08-07,2026-07-03,-24.0,232,2.8916371018618623,1114.0,2959.180076906728,37.0,43,True
HOM-48946,Home & Kitchen,ZenCraft,Zone B,GlobalTrade Ltd,,2024-08-23,,2026-09-01,137.0,24,,5124.0,9105.585589783965,199.0,17,True
BEA-37750,Beauty,NovaLine,Zone A,QuickStock,contact644@quickstock.com,2024-04-20,,2026-09-06,390.0,237,0.4495773829010198,3105.0,6149.5091463713425,,34,True
ELE-39665,Electronics,SwiftBrand,ZONE D,GlobalTrade Ltd,contact344@globaltradeltd.com,2024-11-07,2025-08-07,2026-08-04,364.0,67,,2594.0,7928.889388473122,118.0,32,True
HOM-25672,Home & Kitchen,ZenCraft,Zone B,DirectImport,contact823@directimport.com,2024-09-16,2026-02-15,2026-07-20,263.0,129,0.4513171926850015,3525.0,7332.21551303363,160.0,28,True
BEA-67092,Beauty,AlphaEdge,ZONE A,DirectImport,contact700@directimport.com,2024-04-18,,2026-07-14,496.0,30,0.15254442725978568,645.0,1060.7872092457874,,12,True
STA-30459,Stationery,NovaLine,Zone C,LocalSource,contact650@localsource.com,2024-11-23,2025-05-31,2026-07-18,303.0,296,0.7437173241705565,4743.0,9337.125228379002,54.0,20,True
ELE-31160,Electronics,SwiftBrand,Zone D,FastShip Pvt,contact283@fastshippvt.com,2024-06-07,2025-11-12,2026-07-19,491.0,72,3.4798517857061126,4390.0,7640.8169655773845,35.0,8,True
ELE-16532,Electronics,TrueForm,Zone C,FastShip Pvt,contact112@fastshippvt.com,2024-06-23,2025-09-18,2026-08-27,468.0,169,3.4622151388830305,5099.0,15219.790215454292,69.0,31,False
TOY-55158,Toys,ZenCraft,zone b,QuickStock,,2024-07-03,2025-05-15,2026-09-04,317.0,194,0.14902960512766272,882398.0,1574962.1528583416,64.0,9,True
SPO-84011,Sports & Outdoors,GenericPlus,Zone B,GlobalTrade Ltd,,2024-11-13,2025-06-24,2026-06-12,441.0,235,0.8498238386279882,4716.0,16103.16195505119,,16,True
BEA-88111,Beauty,TrueForm,Zone D,DirectImport,contact138@directimport.com,2024-07-22,,2026-07-24,240.0,48,0.6000557650317335,6255.0,21874.60754983806,51.0,27,True
TOY-53429,Toys,UrbanWave,Zone C,LocalSource,,2024-09-29,2025-05-29,2026-09-01,309.0,132,0.5750877882025935,3147.0,4831.727004558829,18.0,25,True
SPO-31277,Sports & Outdoors,CorePeak,Zone A,DirectImport,contact175@directimport.com,2024-06-29,2025-11-21,2026-09-19,145.0,187,0.4486490238180658,3116.0,7681.663932957905,65.0,5,True
HOM-74838,Home & Kitchen,NovaLine,Zone D,DirectImport,contact107@directimport.com,2024-05-26,2025-04-28,2026-06-07,87.0,120,0.34458516996277944,4195.0,13812.709485988964,36.0,29,True
BEA-15650,Beauty,AlphaEdge,Zone D,LocalSource,contact982@localsource.com,2024-09-21,2026-02-14,2026-06-06,400.0,283,0.8964546254177717,6009.0,9048.424522498748,,36,True
APP-82015,Apparel,ZenCraft,Zone B,PrimeParts,,2024-04-08,,2026-07-09,106.0,66,0.7987148558304916,4474.0,8643.573165670696,63.0,39,True
APP-17110,Apparel,AlphaEdge,zone b,PrimeParts,contact467@primeparts.com,2024-04-23,,2026-07-15,-5.0,241,,7633.0,14308.796968970071,0.7171843881194494,16,True
BEA-64922,Beauty,ZenCraft,ZONE C,QuickStock,contact684@quickstock.com,2024-08-04,2026-03-23,2026-08-21,234.0,256,0.3686663085640869,6270.0,20781.318048573346,174.0,28,True
HOM-24409,Home & Kitchen,NovaLine,Zone D,LocalSource,contact840@localsource.com,2024-07-10,2025-12-23,2026-06-13,142.0,206,0.0335640083718628,863.0,1795.486665470885,195.0,16,False
SPO-10592,Sports & Outdoors,GenericPlus,Zone B,FastShip Pvt,,2024-05-16,2025-07-07,2026-09-17,266.0,74,0.5237142083466224,1321.0,2109.340569631002,116.0,17,True
HOM-90584,Home & Kitchen,UrbanWave,zone c,GlobalTrade Ltd,,2024-04-12,2025-10-27,2026-08-29,492.0,41,0.941815878213241,5012.0,15941.654837540593,100.0,10,True
STA-47146,Stationery,AlphaEdge,Zone A,LocalSource,,2024-05-09,2025-11-05,2026-08-29,318.0,136,,2128.0,5828.761391171854,49.0,32,True
TOY-63656,Toys,UrbanWave,zone c,GlobalTrade Ltd,contact420@globaltradeltd.com,2024-05-13,2025-12-14,2026-08-13,175.0,191,0.6349253777566946,6106.0,12079.802594315068,164.0,22,True
BEA-58297,Beauty,NovaLine,Zone A,GlobalTrade Ltd,contact446@globaltradeltd.com,2024-08-23,2026-01-29,2026-09-05,167.0,1,0.8978044928368,2217.0,6963.899757439644,81.0,33,False
HOM-38126,Home & Kitchen,TrueForm,Zone A,LocalSource,contact302@localsource.com,2024-06-09,2026-03-21,2026-06-19,147.0,268,0.08848141271316667,6940.0,21152.429798534373,44.0,35,True
STA-87000,Stationery,ZenCraft,Zone D,PrimeParts,contact807@primeparts.com,2024-06-06,2026-01-12,2026-09-15,140.0,2,0.2465878047164256,1600.0,3451.629976497192,,31,False
BEA-52344,Beauty,NovaLine,Zone A,LocalSource,contact835@localsource.com,2024-09-14,2026-02-23,2026-07-18,119.0,125,0.4435702539656158,1640.0,3730.283153729578,184.0,33,False
BEA-61294,Beauty,GenericPlus,zone b,DirectImport,contact623@directimport.com,2024-04-18,2026-01-28,2026-09-06,447.0,123,0.3308238814566432,4317.0,8712.934022641724,,~1 month,True
ELE-13723,Electronics,SwiftBrand,Zone B,LocalSource,contact176@localsource.com,2024-12-09,2025-08-08,2026-07-03,424.0,41,0.07925973440912881,3066.0,6315.833325459178,135.0,29,True
AUT-91913,Automotive,GenericPlus,Zone D,PrimeParts,contact661@primeparts.com,2024-05-29,2025-05-22,2026-06-08,236.0,71,0.6803110235134375,1569.0,5071.158467435971,137.0,11,True
APP-10237,Apparel,CorePeak,Zone C,PrimeParts,contact996@primeparts.com,2024-08-26,2025-10-03,2026-08-15,422.0,154,0.05894451871723949,4251.0,11055.576249204987,0.5771875100985085,16,True
HOM-47365,Home & Kitchen,NovaLine,ZONE D,QuickStock,contact124@quickstock.com,2024-05-09,2026-03-25,2026-07-26,284.0,274,0.5633213898032114,343.0,809.093238687831,189.0,33,True
APP-86366,Apparel,ZenCraft,ZONE C,FastShip Pvt,contact695@fastshippvt.com,2024-07-10,2025-08-03,2026-06-24,322.0,128,0.5947842033161633,2824.0,8844.027642333785,116.0,12,True
HOM-43988,Home & Kitchen,CorePeak,Zone B,DirectImport,contact919@directimport.com,2024-09-21,2025-07-15,2026-07-07,243.0,197,0.19795988851961455,4287.0,9676.761371071345,75.0,33,True
ELE-86767,Electronics,SwiftBrand,Zone C,DirectImport,contact614@directimport.com,2024-09-03,2025-08-15,2026-08-09,319.0,203,0.21580710872612907,3196.0,4281.725867611773,52.0,13,False
HOM-70968,Home & Kitchen,GenericPlus,Zone C,DirectImport,contact274@directimport.com,2024-07-23,2025-12-17,2026-05-28,374.0,27,0.926750095217251,5460.0,12751.040822139963,53.0,23,True
SPO-85349,Sports & Outdoors,NovaLine,ZONE A,GlobalTrade Ltd,contact927@globaltradeltd.com,2024-09-02,,2026-08-21,115.0,187,2.2532236312234337,921.0,2078.735769648312,33.0,39,True
ELE-50008,Electronics,AlphaEdge,Zone C,LocalSource,contact424@localsource.com,2024-07-30,2025-12-07,2026-06-27,347.0,59,0.06575620265625293,1473.0,2897.7427782982586,195.0,24,True
AUT-65021,Automotive,AlphaEdge,ZONE C,LocalSource,contact554@localsource.com,2024-09-15,2026-03-15,2026-06-02,318.0,88,0.9758896178861992,6362.0,11478.431861237481,66.0,19,False
HOM-40295,Home & Kitchen,UrbanWave,Zone C,GlobalTrade Ltd,contact364@globaltradeltd.com,2024-06-07,2025-09-23,2026-08-20,138.0,251,0.4575585615152218,1473.0,4749.123414073914,0.6083061931195995,21,True
TOY-21756,Toys,ZenCraft,zone a,PrimeParts,contact648@primeparts.com,2024-04-26,,2026-08-31,17.0,14,0.7373727365387095,331.0,477.31872770529355,120.0,29,True
BEA-16958,Beauty,UrbanWave,Zone B,FastShip Pvt,contact276@fastshippvt.com,2024-04-09,2025-07-14,2026-08-22,177.0,18,0.8019962885428871,6054.0,7882.79047157364,144.0,31,True
AUT-48877,Automotive,TrueForm,Zone C,QuickStock,,2024-07-28,2025-12-14,2026-08-10,75.0,56,0.09338323120104874,488.0,788.3103427233552,121.0,24,True
BEA-58427,Beauty,TrueForm,zone b,DirectImport,contact118@directimport.com,2024-07-29,2025-11-14,2026-06-22,87.0,150,0.11184485657400789,6636.0,15812.676111425444,,7,True
APP-91282,Apparel,SwiftBrand,Zone C,SupplyCo India,contact661@supplycoindia.com,2024-10-31,2025-08-11,2026-06-15,-35.0,205,1.9540631580227477,2683.0,2188.902304768629,,17,True
APP-70480,Apparel,ZenCraft,Zone B,GlobalTrade Ltd,,2024-11-30,,2026-08-28,434.0,257,0.7996703891589887,2597.0,6093.446918911049,154.0,5,True
ELE-59409,Electronics,SwiftBrand,Zone D,LocalSource,contact992@localsource.com,2024-09-07,2025-03-31,2026-07-15,426.0,153,0.21216256381628085,973.0,1911.5888087095093,161.0,5,True
APP-65253,Apparel,CorePeak,Zone A,DirectImport,contact361@directimport.com,2024-06-26,2025-11-03,2026-09-04,173.0,178,0.2798914203108567,6715.0,9963.892200671944,189.0,11,True
AUT-75862,Automotive,ZenCraft,Zone B,FastShip Pvt,contact874@fastshippvt.com,2024-11-23,2025-12-08,2026-07-26,353.0,78,0.7646142552701075,5638.0,14354.313302757577,52.0,9,True
TOY-49235,Toys,ZenCraft,Zone C,LocalSource,contact315@localsource.com,2024-05-28,2025-05-27,2026-06-20,194.0,169,0.9321589094309372,5445.0,15586.438824872179,173.0,41,False
HOM-67543,Home & Kitchen,ZenCraft,Zone B,QuickStock,contact841@quickstock.com,2024-09-01,2025-04-14,2026-07-28,239.0,291,0.004755658698868626,6461.0,16049.382285190559,75.0,31,True
HOM-30616,Home & Kitchen,ZenCraft,zone c,SupplyCo India,,2024-04-16,,2026-09-11,371.0,276,0.8439056603368349,7444.0,21093.43623735117,45.0,29,True
HOM-34190,Home & Kitchen,NovaLine,Zone C,QuickStock,contact445@quickstock.com,2024-09-20,2025-06-24,2026-06-11,367.0,229,0.39131178923761833,3664.0,8782.468683406965,12.0,31,True
HOM-18277,Home & Kitchen,TrueForm,ZONE B,QuickStock,contact476@quickstock.com,2024-06-14,,2026-05-29,92.0,187,0.7779376724364274,3125.0,7254.089902817168,65.0,25,True
BEA-98066,Beauty,UrbanWave,Zone A,PrimeParts,contact652@primeparts.com,2024-06-27,2025-06-23,2026-09-14,392.0,89,0.28543989002591885,2436.0,7539.714730786485,189.0,34,True
AUT-86377,Automotive,GenericPlus,Zone B,QuickStock,contact302@quickstock.com,2024-08-22,2025-08-05,2026-07-08,357.0,166,0.34821642768625605,3734817.0,11537776.570412852,25.0,31,True
APP-77642,Apparel,CorePeak,zone c,FastShip Pvt,contact804@fastshippvt.com,2024-08-15,2025-07-14,2026-06-22,11.0,113,0.25849391814630296,6220.0,14137.535936681345,149.0,13,True
TOY-28023,Toys,UrbanWave,zone a,LocalSource,,2024-05-07,2025-12-29,2026-08-15,14.0,46,0.46337316333928646,5612.0,6852.135119499066,75.0,9,False
APP-52749,Apparel,TrueForm,zone b,LocalSource,contact948@localsource.com,2024-08-14,2026-01-23,2026-06-14,242.0,143,0.010127082078370875,3809.0,3098.9578364887857,67.0,26,True
HOM-24234,Home & Kitchen,NovaLine,Zone A,SupplyCo India,contact153@supplycoindia.com,2024-06-15,2025-07-02,2026-06-08,303.0,270,0.06599642874644274,2240939.0,4189710.207657336,40.0,40,True
HOM-19202,Home & Kitchen,AlphaEdge,Zone C,QuickStock,contact472@quickstock.com,2024-06-05,2025-12-03,2026-06-12,337.0,299,0.6579438945515492,6621.0,9279.007664313043,75.0,10,True
AUT-40530,Automotive,CorePeak,Zone D,PrimeParts,contact200@primeparts.com,2024-04-23,2025-06-12,2026-08-23,166.0,264,0.33026142662914537,1424.0,4676.4071606206135,83.0,7,True
APP-34992,Apparel,UrbanWave,Zone C,QuickStock,contact298@quickstock.com,2024-04-23,2025-11-12,2026-07-14,390.0,222,0.43679130642646335,5190.0,9176.254411947622,,6,True
BEA-88618,Beauty,GenericPlus,ZONE B,GlobalTrade Ltd,,2024-08-02,2025-12-07,2026-07-24,413.0,247,0.18137763492724512,5035.0,15095.179440148464,0.3739072839560595,42,True
SPO-54103,Sports & Outdoors,SwiftBrand,Zone D,LocalSource,contact638@localsource.com,2024-09-09,2026-01-17,2026-07-31,175.0,95,0.7707841962518243,6802.0,20340.613362512122,,20,True
SPO-82999,Sports & Outdoors,TrueForm,ZONE B,DirectImport,,2024-11-01,2025-04-07,2026-09-07,292.0,134,,3416.0,4681.418556956305,,6,True
